"","ID","MNAME","MCRNUM","MAPP8","MAPP5","HOSPBD"
"1148","6930444","Cedars-Sinai Medical Center",50625,1,1,865
"1149","6930452","Colusa Regional Medical Center",50434,2,2,30
"1150","6930483","Corcoran District Hospital",50349,2,2,20
"1151","6930500","Sharp Coronado Hospital and Healthcare Center",50234,2,2,181
"1152","6930480","John Muir Medical Center, Concord",50496,2,2,182
"1153","6930504","College Hospital Costa Mesa",50543,2,2,122
"1154","6930505","Aurora Charter Oak Hospital",54069,2,2,95
"1155","6930520","Sutter Coast Hospital",50417,2,2,49
"1156","6930540","Brotman Medical Center",50752,2,2,239
"1157","6930548","Sutter Davis Hospital",50537,2,1,48
"1158","6930555","Delano Regional Medical Center",50608,2,2,100
"1159","6930590","City of Hope's Helford Clinical Research Hospital",50146,1,1,185
"1160","6930605","Kindred Hospital-San Diego",52036,2,2,70
"1161","6930615","El Centro Regional Medical Center",50045,2,2,165
"1162","6930630","Sonoma Developmental Center",50547,2,2,546
"1163","6930648","Scripps Memorial Hospital-Encinitas",50503,2,2,158
"1164","6930651","Encino Hospital Medical Center",50158,2,2,66
"1165","6930660","Palomar Medical Center",50115,2,2,368
"1166","6930669","Alvarado Parkway Institute Behavioral Health System",54075,2,2,66
"1167","6930671","Kedren Community Mental Health Center",54083,2,2,72
"1168","6930674","Santa Barbara County Psychiatric Health Facility",54125,2,2,16
"1169","6930675","Joyce Eisenberg-Keefer Medical Center",54147,2,2,249
"1170","6930676","Willow Rock Center",54149,2,2,16
"1171","6930689","Citrus Valley Medical Center",50382,2,2,343
"1172","6930690","Southwest Healthcare System",50701,2,2,252
"1173","6930733","Fallbrook Hospital",50435,2,2,86
"1174","6930734","Mercy Hospital of Folsom",50414,2,1,106
"1175","6930735","David Grant Medical Center",NA,2,1,116
"1176","6930737","Kaiser Permanente Fontana Medical Center",50140,2,1,390
"1177","6930739","Mayers Memorial Hospital District",51305,2,2,109
"1178","6930740","Mendocino Coast District Hospital",51325,2,2,25
"1179","6930745","Redwood Memorial Hospital",51318,2,2,25
"1180","6930765","Fountain Valley Regional Hospital and Medical Center",50570,2,1,400
"1181","6930775","Orange Coast Memorial Medical Center",50678,2,2,218
"1182","6930780","San Joaquin General Hospital",50167,2,1,110
"1183","6930790","Community Regional Medical Center",50060,1,1,793
"1184","6930810","Saint Agnes Medical Center",50093,2,2,436
"1185","6340148","LewisGale Hospital Alleghany",490126,2,2,146
"1186","6340149","Stafford Hospital",490140,2,2,100
"1187","6340180","Central Virginia Training Center",490108,2,2,1112
"1188","6340195","Culpeper Regional Hospital",490019,2,1,68
"1189","6340220","Danville Regional Medical Center",490075,2,2,151
"1190","6340227","Southern Virginia Regional Medical Center",490097,2,2,80
"1191","6340230","Centra Southside Community Hospital",490090,2,1,86
"1192","6340232","Northern Virginia Mental Health Institute",494010,2,1,123
"1193","6340233","Sheltering Arms Hospital South",493030,2,2,28
"1194","6340231","Inova Fair Oaks Hospital",490101,2,1,196
"1195","6340236","HEALTHSOUTH Rehabilitation Hospital of Northern Virginia",493033,2,2,40
"1196","6340237","Rehabilitation Hospital of Southwest Virginia",493034,2,2,25
"1197","6340240","Fort Belvoir Community Hospital",NA,2,1,46
"1198","6340280","Southampton Memorial Hospital",490092,2,2,72
"1199","6340290","Mary Washington Hospital",490022,2,2,437
"1200","6340300","Warren Memorial Hospital",490033,2,2,166
"1201","6340313","Buchanan General Hospital",490127,2,2,49
"1202","6340315","Twin County Regional Hospital",490115,2,2,86
"1203","6340325","Riverside Behavioral Health Center",494001,2,1,136
"1204","6340330","Sentara CarePlex Hospital",490093,2,1,148
"1205","6340335","U. S. Air Force Hospital",NA,2,2,65
"1206","6340340","Rockingham Memorial Hospital",490004,2,1,238
"1207","6340350","John Randolph Medical Center",490020,2,2,118
"1208","6340360","Bath Community Hospital",491300,2,2,25
"1209","6340370","Hampton Veterans Affairs Medical Center",NA,2,1,395
"1210","6340385","Rappahannock General Hospital",490123,2,2,76
"1211","6340390","Russell County Medical Center",490002,2,2,78
"1212","6340400","Inova Loudoun Hospital",490043,2,1,290
"1213","6340410","Carilion Stonewall Jackson Hospital",491304,2,2,17
"1214","6340420","Page Memorial Hospital",491307,2,2,25
"1215","6340454","Novant Health Prince William Medical Center",490045,2,2,168
"1216","6340460","Smyth County Community Hospital",490038,2,2,153
"1217","6340470","Southwestern Virginia Mental Health Institute",490105,2,2,266
"1218","6340480","Memorial Hospital",490079,2,2,220
"1219","6340490","Inova Fairfax Hospital",490063,1,1,926
"1220","6340500","Riverside Shore Memorial Hospital",490037,2,2,51
"1221","6340510","Mary Immaculate Hospital",490041,2,2,232
"1222","6520035","Bolivar General Hospital",440181,2,2,23
"1223","6520037","HEALTHSOUTH Rehabilitation Hospital Memphis-North",443031,2,2,40
"1224","6520039","Select Specialty Hospital-Memphis",442014,2,2,38
"1225","6520040","Wellmont Bristol Regional Medical Center",440012,2,1,348
"1226","6520041","Select Specialty Hospital-Tri Cities",442016,2,2,33
"1227","6520042","Wellmont Hancock County Hospital",441313,2,2,10
"1228","6520043","TriStar Summit Medical Center",440150,2,2,188
"1229","6520044","Kindred Hospital-Nashville",442006,2,2,58
"1230","6520046","Skyridge Medical Center",440185,2,2,208
"1231","6520055","Haywood Park Community Hospital",440174,2,2,36
"1232","6520065","Erlanger Medical Center",440104,2,1,540
"1233","6520066","Camden General Hospital",441316,2,2,12
"1234","6520067","Riverview Regional Medical Center",441307,2,2,63
"1235","6520069","Saint Thomas Hickman Hospital",441300,2,2,65
"1236","6520095","Kindred Hospital-Chattanooga",442007,2,2,44
"1237","6520107","Moccasin Bend Mental Health Institute",444002,2,2,150
"1238","6520139","Siskin Hospital for Physical Rehabilitation",443025,2,2,109
"1239","6520169","Rolling Hills Hospital",444007,2,2,80
"1240","6520175","Gateway Medical Center",440035,2,2,247
"1241","6520209","Maury Regional Hospital",440073,2,2,232
"1242","6520212","Cookeville Regional Medical Center",440059,2,2,267
"1243","6520213","Copper Basin Medical Center",441315,2,2,25
"1244","6520214","Baptist Memorial Hospital-Tipton",440131,2,2,44
"1245","6520215","Cumberland Medical Center",440009,2,2,118
"1246","6520225","Rhea Medical Center",441310,2,2,25
"1247","6520230","TriStar Horizon Medical Center",440046,2,2,130
"1248","6520253","Sycamore Shoals Hospital",440018,2,2,79
"1249","6520254","Dyersburg Regional Medical Center",440072,2,2,120
"1250","6520270","Unicoi County Memorial Hospital",440001,2,2,71
"1251","6520271","Woods Memorial Hospital",440054,2,2,140
"1252","6520280","Lincoln County Health System",440102,2,2,323
"1253","6520294","Williamson Medical Center",440029,2,2,185
"1254","6520297","Sumner Regional Medical Center",440003,2,2,145
"1255","6520320","Laughlin Memorial Hospital",440025,2,2,224
"1256","6520340","Takoma Regional Hospital",440050,2,2,100
"1257","6520350","Roane Medical Center",440031,2,2,36
"1258","6520353","Trousdale Medical Center",441301,2,2,25
"1259","6441570","Kalamazoo Psychiatric Hospital",234026,2,2,203
"1260","6441575","Kalkaska Memorial Health Center",231301,2,2,96
"1261","6441585","Baraga County Memorial Hospital",231307,2,2,15
"1262","6441595","Sparrow Hospital",230230,2,1,638
"1263","6441640","McLaren Lapeer Region",230193,2,2,157
"1264","6441660","Aspirus Keweenaw Hospital",231319,2,2,25
"1265","6441669","St. Mary Mercy Hospital",230002,2,2,289
"1266","6441670","Memorial Medical Center of West Michigan",230110,2,2,80
"1267","6441685","Schoolcraft Memorial Hospital",231303,2,2,18
"1268","6441690","Marlette Regional Hospital",231330,2,2,74
"1269","6441705","West Shore Medical Center",231335,2,2,25
"1270","6441720","Marquette General Health System",230054,2,1,268
"1271","6441750","Oaklawn Hospital",230217,2,2,78
"1272","6441785","MidMichigan Medical Center-Midland",230222,2,1,265
"1273","6441795","Mercy Memorial Hospital System",230099,2,2,179
"1274","6442030","Bronson LakeView Hospital",231332,2,2,35
"1275","6441830","Henry Ford Macomb Hospitals",230047,2,2,433
"1276","6441847","McLaren Macomb",230227,2,2,288
"1277","6441850","McLaren Central Michigan",230080,2,2,78
"1278","6441870","Munising Memorial Hospital",231308,2,2,25
"1279","6441915","Harbor Oaks Hospital",234021,2,2,45
"1280","6441880","Mercy Health Partners, Hackley Campus",230066,2,2,213
"1281","6441925","Helen Newberry Joy Hospital",231304,2,2,73
"1282","6441943","Hawthorn Center",NA,2,2,69
"1283","6441990","St. Mary's of Michigan Standish Hospital",231305,2,2,64
"1284","6442000","Aspirus Ontonagon Hospital",231309,2,2,18
"1285","6442020","Memorial Healthcare",230121,2,1,134
"1286","6442035","McLaren Northern Michigan",230105,2,2,178
"1287","6442060","Scheurer Hospital",231310,2,2,44
"1288","6442070","Borgess-Pipp Hospital",232034,2,2,43
"1289","6442120","Doctors' Hospital of Michigan",230013,2,2,106
"1290","6442140","St. Joseph Mercy Oakland",230029,2,1,409
"1291","6442148","McLaren Oakland",230207,2,2,285
"1292","6442155","St. Joseph Mercy Port Huron",230031,2,2,119
"1293","6442160","Port Huron Hospital",230216,2,2,186
"1294","6442180","Spectrum Health Reed City Hospital",231323,2,2,75
"1295","6442198","Crittenton Hospital Medical Center",230254,2,1,254
"1296","6810272","Big Horn County Memorial Hospital",271338,2,2,61
"1297","6810280","Fort Belknap U. S. Public Health Service Indian Hospital",271315,2,2,6
"1298","6810285","Wheatland Memorial Healthcare",271321,2,2,25
"1299","6810290","Northern Montana Hospital",270032,2,2,129
"1300","6810330","St. Peter's Hospital",270003,2,2,123
"1301","6810340","Shodair Children's Hospital",274004,2,2,88
"1302","6810345","Garfield County Health Center",271310,2,2,24
"1303","6810380","Central Montana Medical Center",271345,2,2,90
"1304","6810390","St. John's Lutheran Hospital",271320,2,1,25
"1305","6810395","Livingston Memorial Hospital",271317,2,2,25
"1306","6810405","Phillips County Hospital",271312,2,2,6
"1307","6810410","Holy Rosary Healthcare",271347,2,2,90
"1308","6810415","Community Medical Center",270023,2,2,133
"1309","6810430","St. Patrick Hospital",270014,2,1,193
"1310","6810440","Granite County Medical Center",271303,2,2,9
"1311","6810445","Clark Fork Valley Hospital",271323,2,2,44
"1312","6810450","Sheridan Memorial Hospital",271322,2,2,97
"1313","6810460","St. Joseph Hospital",271343,2,2,22
"1314","6810465","Poplar Community Hospital",271300,2,2,20
"1315","6810477","Beartooth Billings Clinic",271326,2,2,10
"1316","6810481","St. Luke Community Healthcare",271325,2,2,105
"1317","6810485","Roundup Memorial Healthcare",271346,2,2,25
"1318","6810505","Daniels Memorial Healthcare Center",271342,2,2,54
"1319","6810510","Sidney Health Center",271344,2,2,118
"1320","6810520","Prairie Community Hospital",271309,2,2,22
"1321","6810530","Broadwater Health Center",271333,2,2,44
"1322","6810545","Montana State Hospital",274086,2,2,201
"1323","6810550","North Valley Hospital",271336,2,2,25
"1324","6810560","Trinity Hospital",271341,2,2,82
"1325","6819015","McCone County Health Center",271305,2,2,25
"1326","6819070","Marias Medical Center",271328,2,2,88
"1327","6819075","Ruby Valley Hospital",271319,2,2,8
"1328","6819080","Mineral Community Hospital",271331,2,2,25
"1329","6819100","Mountainview Medical Center",271306,2,2,25
"1330","6820003","St. Luke's Wood River Medical Center",131323,2,2,25
"1331","6820005","Portneuf Medical Center",130028,2,1,175
"1332","6820006","Mountain View Hospital",130065,2,2,42
"1333","6670047","Summit Surgical, LLC",170198,2,2,10
"1334","6670050","Atchison Hospital",171382,2,2,25
"1335","6670055","Rawlins County Health Center",171307,2,2,24
"1336","6670075","Republic County Hospital",171361,2,1,63
"1337","6670080","Mitchell County Hospital Health Systems",171375,2,2,75
"1338","6670088","Coffey County Hospital",170094,2,1,78
"1339","6670100","Neosho Memorial Regional Medical Center",171380,2,1,25
"1340","6670105","Clay County Medical Center",171371,2,2,25
"1341","6670110","Coffeyville Regional Medical Center",170145,2,2,88
"1342","6670130","Citizens Medical Center",171362,2,2,88
"1343","6670140","Comanche County Hospital",171312,2,2,12
"1344","6670145","Mercy Hospital Columbus",171308,2,2,18
"1345","6670150","Cloud County Health Center",171349,2,2,25
"1346","6670155","Morris County Hospital",171379,2,2,25
"1347","6670160","Lane County Hospital",171303,2,2,31
"1348","6670176","Western Plains Medical Complex",170175,2,1,89
"1349","6670180","Susan B. Allen Memorial Hospital",170017,2,1,52
"1350","6670183","Morton County Health System",170166,2,2,120
"1351","6670185","Ellinwood District Hospital",171301,2,2,25
"1352","6670190","Ellsworth County Medical Center",171327,2,1,20
"1353","6670200","Newman Regional Health",170001,2,1,59
"1354","6670216","Greenwood County Hospital",171339,2,1,25
"1355","6670250","Irwin Army Community Hospital",NA,2,1,44
"1356","6670252","Via Christi Hospital on St. Teresa",170200,2,2,70
"1357","6670260","Mercy Hospital Fort Scott",170058,2,1,61
"1358","6670268","Fredonia Regional Hospital",171374,2,2,34
"1359","6670270","St. Catherine Hospital",170023,2,1,110
"1360","6670280","Meadowbrook Rehabilitation Hospital",170180,2,2,54
"1361","6670285","Anderson County Hospital",171316,2,2,41
"1362","6670290","Girard Medical Center",171376,2,2,35
"1363","6670310","Goodland Regional Medical Center",171370,2,2,25
"1364","6670325","Kiowa County Memorial Hospital",171332,2,2,15
"1365","6670335","Hanover Hospital",171365,2,1,25
"1366","6670341","Harper Hospital District Five",171366,2,2,25
"1367","6670366","Hiawatha Community Hospital",171341,2,1,25
"1368","6670368","Graham County Hospital",171325,2,1,25
"1369","6670370","Hillsboro Community Hospital",171357,2,2,10
"1370","6530142","Medical West",10114,2,2,236
"1371","6530160","Princeton Baptist Medical Center",10103,2,1,295
"1372","6530161","Trinity Medical Center",10104,2,1,379
"1373","6530170","The Children's Hospital of Alabama",13300,2,1,350
"1374","6530175","Brookwood Medical Center",10139,2,1,631
"1375","6530180","St. Vincent's East",10011,2,1,336
"1376","6530200","Hill Crest Behavioral Health Services",14000,2,2,89
"1377","6530210","Beacon Children's Hospital",14015,2,2,24
"1378","6530211","Baypointe Behavioral Health",14014,2,2,60
"1379","6530212","Infirmary Long Term Acute Care Hospital",12006,2,2,38
"1380","6530215","Noland Hospital Shelby",12013,2,2,52
"1381","6530220","HEALTHSOUTH Lakeshore Rehabilitation Hospital",13025,2,2,100
"1382","6530260","St. Vincent's Birmingham",10056,2,1,409
"1383","6530304","University of Alabama Hospital",10033,1,1,1062
"1384","6530305","Birmingham Veterans Affairs Medical Center",NA,1,1,151
"1385","6530308","Marshall Medical Center South",10005,2,2,114
"1386","6530310","D. W. McMillan Memorial Hospital",10099,2,2,49
"1387","6530313","Cherokee Medical Center",10022,2,2,45
"1388","6530314","Bibb Medical Center",10058,2,2,20
"1389","6530317","Washington County Hospital and Nursing Home",11300,2,2,22
"1390","6530320","Cullman Regional Medical Center",10035,2,2,115
"1391","6530323","Lake Martin Community Hospital",10052,2,2,26
"1392","6530345","Bryan W. Whitfield Memorial Hospital",10112,2,2,68
"1393","6530350","Flowers Hospital",10055,2,2,235
"1394","6530373","Southeast Alabama Medical Center",10001,2,2,420
"1395","6530380","Community Hospital",10034,2,2,47
"1396","6530390","Medical Center Enterprise",10049,2,2,117
"1397","6530394","Choctaw General Hospital",11304,2,2,25
"1398","6530396","EastPointe Hospital",14017,2,2,18
"1399","6530400","Medical Center Barbour",10069,2,2,47
"1400","6530401","Greene County Hospital",10051,2,2,20
"1401","6530415","Evergreen Medical Center",10148,2,2,42
"1402","6530417","Thomas Hospital",10100,2,2,136
"1403","6530425","Fayette Medical Center",10045,2,2,167
"1404","6530430","Florala Memorial Hospital",10066,2,2,23
"1405","6530440","Eliza Coffee Memorial Hospital",10006,2,2,278
"1406","6530446","South Baldwin Regional Medical Center",10083,2,2,112
"1407","6120170","Dartmouth-Hitchcock Medical Center",300003,1,1,388
"1408","6120180","Cheshire Medical Center",300019,2,2,140
"1409","6120190","Lakes Region General Hospital",300005,2,2,88
"1410","6120210","Weeks Medical Center",301303,2,2,25
"1411","6120220","Alice Peck Day Memorial Hospital",301305,2,2,25
"1412","6120225","Catholic Medical Center",300034,2,2,233
"1413","6120230","Littleton Regional Hospital",301302,2,2,25
"1414","6120240","Elliot Hospital",300012,2,2,279
"1415","6120275","Manchester Veterans Affairs Medical Center",NA,2,1,90
"1416","6120290","Southern New Hampshire Medical Center",300020,2,1,166
"1417","6120300","St. Joseph Hospital",300011,2,2,144
"1418","6120310","New London Hospital",301304,2,2,83
"1419","6120330","Memorial Hospital",301307,2,2,70
"1420","6120340","Monadnock Community Hospital",301309,2,1,25
"1421","6120350","Speare Memorial Hospital",301311,2,2,25
"1422","6120370","Northeast Rehabilitation Hospital",303026,2,2,135
"1423","6120380","Frisbie Memorial Hospital",300014,2,2,82
"1424","6120410","Huggins Hospital",301312,2,2,25
"1425","6120420","Cottage Hospital",301301,2,2,25
"1426","6130001","Fletcher Allen Health Care",470003,1,1,419
"1427","6130015","Central Vermont Medical Center",470001,2,2,248
"1428","6130040","Southwestern Vermont Medical Center",470012,2,2,77
"1429","6130060","Brattleboro Memorial Hospital",470011,2,2,32
"1430","6130070","Brattleboro Retreat",474001,2,1,108
"1431","6130120","Porter Medical Center",471307,2,2,25
"1432","6130140","Copley Hospital",471305,2,2,25
"1433","6130150","North Country Hospital and Health Center",471304,2,2,25
"1434","6130200","Gifford Medical Center",471301,2,2,82
"1435","6130210","Rutland Regional Medical Center",470005,2,2,139
"1436","6130212","Northwestern Medical Center",470024,2,2,20
"1437","6130225","Northeastern Vermont Regional Hospital",471303,2,2,25
"1438","6130250","Springfield Hospital",471306,2,2,35
"1439","6130255","Grace Cottage Hospital",471300,2,2,19
"1440","6130270","White River Junction Veterans Affairs Medical Center",NA,1,1,60
"1441","6130290","Mt. Ascutney Hospital and Health Center",471302,2,2,60
"1442","6140002","North Shore Medical Center",220035,2,1,411
"1443","6140004","HEALTHSOUTH Rehabilitation Hospital of Western Massachusetts",223030,2,2,53
"1444","6432055","Adventist La Grange Memorial Hospital",140065,2,1,187
"1445","6432075","Lawrence County Memorial Hospital",141344,2,2,25
"1446","6432090","Abraham Lincoln Memorial Hospital",141322,2,2,25
"1447","6432060","Northwestern Lake Forest Hospital",140130,2,1,188
"1448","6432080","Advocate Condell Medical Center",140202,2,2,279
"1449","6432120","St. Francis Hospital",141350,2,2,25
"1450","6432127","Centegra Hospital - McHenry",140116,2,1,173
"1451","6432137","McDonough District Hospital",140089,2,2,95
"1452","6432165","Heartland Regional Medical Center",140184,2,2,92
"1453","6432170","Marion Veterans Affairs Medical Center",NA,2,1,225
"1454","6432180","Anderson Hospital",140289,2,2,154
"1455","6432192","Hamilton Memorial Hospital District",141326,2,2,25
"1456","6432200","Westlake Hospital",140240,2,1,181
"1457","6432210","Chester Mental Health Center",NA,2,2,245
"1458","6432225","Mendota Community Hospital",141310,2,2,25
"1459","6432230","Massac Memorial Hospital",141323,2,2,25
"1460","6432270","OSF Holy Family Medical Center",141318,2,2,23
"1461","6432280","Kirby Medical Center",141301,2,1,16
"1462","6432300","Morris Hospital & Healthcare Centers",140101,2,2,89
"1463","6432310","Morrison Community Hospital",141329,2,2,36
"1464","6432315","Wabash General Hospital",141327,2,2,25
"1465","6432320","Good Samaritan Regional Health Center",140046,2,2,146
"1466","6432335","Crossroads Community Hospital",140294,2,2,41
"1467","6432340","St. Joseph Memorial Hospital",141334,2,2,25
"1468","6432350","Edward Hospital",140231,2,2,349
"1469","6432355","Washington County Hospital",141308,2,2,50
"1470","6432395","Kindred Hospital Chicago-Northlake",142008,2,2,94
"1471","6432413","Advocate Christ Medical Center",140208,1,1,684
"1472","6432430","West Suburban Medical Center",140049,2,1,172
"1473","6432435","Gottlieb Memorial Hospital",140008,2,1,255
"1474","6432420","Rush Oak Park Hospital",140063,2,1,114
"1475","6432445","Richland Memorial Hospital",140147,2,2,90
"1476","6432480","OSF Saint Elizabeth Medical Center",140110,2,2,90
"1477","6432485","Northwest Community Hospital",140252,2,2,386
"1478","6432490","Pana Community Hospital",141341,2,2,22
"1479","6432500","Paris Community Hospital",141320,2,2,25
"1480","6432530","Pekin Hospital",140120,2,1,125
"1481","6724000","Women and Children's Hospital",190201,2,2,88
"1482","6729060","Villa Feliciana Medical Complex",190199,2,2,10
"1483","6730001","Rolling Hills Hospital",374016,2,2,44
"1484","6730003","George Nigh Rehabilitation Institute",372023,2,2,38
"1485","6730005","Southwestern Regional Medical Center",370190,2,2,43
"1486","6730009","J. D. McCarty Center for Children With Developmental Disabilities",373300,2,2,36
"1487","6730010","Mercy Hospital Ada",370020,2,2,131
"1488","6730012","Kindred Hospital- Oklahoma City",372004,2,1,93
"1489","6730013","Kindred Hospital Tulsa",372018,2,2,60
"1490","6730014","Northwest Surgical Hospital",370192,2,2,9
"1491","6730015","Chickasaw Nation Medical Center",370180,2,2,72
"1492","6730016","AMG Specialty Hospital-Edmond",372005,2,2,37
"1493","6730017","Carl Albert Community Mental Health Center",374006,2,2,15
"1494","6730019","Select Specialty Hospital-Tulsa Midtown",372007,2,2,56
"1495","6730020","Jackson County Memorial Hospital",370022,2,1,69
"1496","6730024","OU Medical Center",370093,1,1,680
"1497","6730026","Continuous Care Centers of Tulsa",372011,2,2,46
"1498","6730029","Hillcrest Hospital - South",370202,2,2,160
"1499","6730030","Share Medical Center",370080,2,2,90
"1500","6730031","Specialty Hospital of Midwest City",372012,2,2,31
"1501","6730035","Lakeside Women's Hospital",370199,2,2,23
"1502","6730037","Community Hospital",370203,2,2,40
"1503","6730038","INTEGRIS Canadian Valley Hospital",370211,2,2,75
"1504","6730040","Physicians' Hospital in Anadarko",371314,2,2,25
"1505","6730043","Pushmataha Hospital & Home Health",370083,2,2,25
"1506","6730044","Jim Taliaferro Community Mental Health",374008,2,2,26
"1507","6730046","Oklahoma Spine Hospital",370206,2,2,12
"1508","6730048","Select Specialty Hospital-Oklahoma City",372009,2,2,72
"1509","6730050","Tulsa Spine and Specialty Hospital",370216,2,2,21
"1510","6730051","St. Anthony Shawnee Hospital",370149,2,2,131
"1511","6730052","Lane Frost Health and Rehabilitation Center",372017,2,2,30
"1512","6730053","Oklahoma Center for Orthopedic and Multi-Specialty Surgery",370212,2,2,10
"1513","6730054","Oklahoma Heart Hospital",370215,2,2,99
"1514","6730055","Mercy Hospital Ardmore",370047,2,2,190
"1515","6730056","Integris Bass Pavilion",372016,2,2,24
"1516","6730057","Oklahoma Surgical Hospital",370210,2,2,49
"1517","6730058","Surgical Hospital of Oklahoma",370201,2,2,12
"1518","6420960","Indiana University Health Morgan Hospital",150038,2,2,92
"1519","6421025","Indiana University Health White Memorial Hospital",151312,2,2,25
"1520","6421030","Franciscan St. Francis Health - Mooresville",150057,2,2,116
"1521","6421040","Indiana University Health Ball Memorial Hospital",150089,1,1,346
"1522","6421045","Floyd Memorial Hospital and Health Services",150044,2,1,329
"1523","6421050","Community Hospital",150125,2,1,447
"1524","6421080","Henry County Hospital",150030,2,2,90
"1525","6421098","Riverview Hospital",150059,2,1,162
"1526","6421100","Madison State Hospital",154019,2,2,150
"1527","6421105","St. Vincent Jennings Hospital",151303,2,2,25
"1528","6421108","Indiana University Health Paoli Hospital",151306,2,2,24
"1529","6421120","Dukes Memorial Hospital",151318,2,2,25
"1530","6421150","Saint Joseph Regional Medical Center-Plymouth Campus",150076,2,2,45
"1531","6421160","Jay County Hospital",151320,2,2,35
"1532","6421170","Gibson General Hospital",151319,2,2,70
"1533","6421180","Jasper County Hospital",151324,2,2,27
"1534","6421190","Reid Hospital and Health Care Services",150048,2,1,207
"1535","6421200","Richmond State Hospital",154018,2,2,220
"1536","6421220","Woodlawn Hospital",151313,2,2,25
"1537","6421255","Rush Memorial Hospital",151304,2,2,25
"1538","6421257","St. Vincent Salem Hospital",151314,2,2,25
"1539","6421259","Scott Memorial Hospital",151334,2,2,25
"1540","6421260","Schneck Medical Center",150065,2,2,93
"1541","6421270","Major Hospital",150097,2,2,72
"1542","6421272","Saint Catherine Regional Hospital",150163,2,2,64
"1543","6421290","Memorial Hospital of South Bend",150058,2,1,445
"1544","6421300","Saint Joseph Regional Medical Center",150012,2,2,267
"1545","6421310","Sullivan County Community Hospital",151327,2,2,25
"1546","6421325","Perry County Memorial Hospital",151322,2,2,25
"1547","6421330","Hamilton Center",154009,2,2,16
"1548","6421360","Terre Haute Regional Hospital",150046,2,1,208
"1549","6421366","Union Hospital",150023,2,1,310
"1550","6421390","Porter Regional Hospital",150035,2,2,276
"1551","6421410","Good Samaritan Hospital",150042,2,2,191
"1552","6421430","Wabash County Hospital",151310,2,2,50
"1553","6421440","Kosciusko Community Hospital",150133,2,2,72
"1554","6421460","Daviess Community Hospital",150061,2,2,80
"1555","6410243","Harrison Community Hospital",361311,2,2,25
"1556","6410265","Southeastern Ohio Regional Medical Center",360203,2,2,95
"1557","6410280","Aultman Hospital",360084,2,1,547
"1558","6410290","Mercy Medical Center",360070,2,1,343
"1559","6410293","Dayton Rehabilitation Institute",363033,2,2,50
"1560","6410295","Northwest Ohio Psychiatric Hospital",364014,2,2,114
"1561","6410297","Diley Ridge Medical Center",360358,2,2,10
"1562","6410299","Life Line Hospital",362039,2,2,36
"1563","6410335","University Hospitals Geauga Medical Center",360192,2,2,126
"1564","6410336","Heatherhill Care Communities",362014,2,2,214
"1565","6410340","Adena Medical Center",360159,2,1,279
"1566","6410370","Chillicothe Veterans Affairs Medical Center",NA,2,1,297
"1567","6410382","Bethesda North Hospital",360179,2,1,375
"1568","6410391","Cincinnati Children's Hospital Medical Center",363300,1,1,539
"1569","6410430","Christ Hospital",360163,2,1,528
"1570","6410435","University Hospital",360003,1,1,498
"1571","6410465","Drake Center",362004,2,1,202
"1572","6410490","Good Samaritan Hospital",360134,1,1,504
"1573","6410499","Soin Medical Center",360360,2,2,71
"1574","6410501","HEALTHSOUTH Rehabilitation Hospital at Drake",363034,2,2,40
"1575","6410506","Mental Health Services for Clark and Madison Counties",364040,2,2,16
"1576","6410515","UH Regional Hospitals",360075,2,2,109
"1577","6410550","Summit Behavioral Healthcare",364035,2,2,291
"1578","6410580","Mercy Health - Anderson Hospital",360001,2,2,188
"1579","6410582","Mercy Health - Mt. Airy Hospital",360234,2,2,170
"1580","6410587","Mercy Health - Western Hills Hospital",360113,2,2,156
"1581","6410622","Shriners Hospitals for Children-Cincinnati Burns Hospital",363308,2,2,30
"1582","6410625","Cincinnati Veterans Affairs Medical Center",NA,1,1,268
"1583","6410630","Berger Health System",360170,2,1,82
"1584","6410650","Cleveland Clinic Children's Hospital for Rehabilitation",363304,2,2,25
"1585","6410655","MetroHealth Medical Center",360059,1,1,708
"1586","6410695","Euclid Hospital",360082,2,2,231
"1587","6410670","Cleveland Clinic",360180,1,1,1268
"1588","6410710","Fairview Hospital",360077,2,1,410
"1589","6410730","Grace Hospital",362015,2,2,87
"1590","6410780","Lutheran Hospital",360087,2,2,198
"1591","6410805","Parma Community General Hospital",360041,2,2,278
"1592","6361700","Wake Forest Baptist Medical Center",340047,1,1,853
"1593","6361705","Yadkin Valley Community Hospital",341308,2,2,22
"1594","6361710","Wake Forest University Health Service",349803,2,2,6
"1595","6370001","Greenville Health System - Laurens County Memorial Hospital",420038,2,2,87
"1596","6370002","HEALTHSOUTH Rehabilitation Hospital of Columbia",423025,2,2,96
"1597","6370007","William J. McCord Adolescent and Treatment Center",424013,2,2,15
"1598","6370008","Aiken Regional Medical Centers",420082,2,1,268
"1599","6370009","McLeod Regional Medical Center",420051,2,1,538
"1600","6370010","Abbeville Area Medical Center",421301,2,2,25
"1601","6370011","Carolinas Hospital System",420091,2,2,429
"1602","6370012","HEALTHSOUTH Rehabilitation Hospital",423026,2,2,88
"1603","6370013","Carolinas Hospital System Marion",420055,2,2,197
"1604","6370014","Spartanburg Hospital for Restorative Care",422004,2,2,116
"1605","6370017","Regency Hospital of Florence",422007,2,2,40
"1606","6370018","Waccamaw Community Hospital",420098,2,2,169
